"date.time","lev1.uavg","lev2.uavg","lev1.ustar","lev2.ustar","lev1.sh","lev1.le.1","lev1.le.2","lev1.co2.1","lev1.hno3","lev1.hono","lev1.n2o","lev1.le.gd","lev1.co2.gd","lev1.nh3.gd","lev1.no.gd","lev1.nox.gd","lev1.n2o.gd","lev1.wd","lev2.wd","lev1.xmax","flag.stat","flag.itc","flag.fpt","flag.n1n2"
2019-08-06 00:30:00,0.98479942950172,0.779011904588645,0.117660549450675,0.0465434856955014,-4.63844088544513,16.9681316711409,-1.53805989370258,0.181486713609087,0.00194571830167811,0.000917224593952806,1.29103540776153,2.35049543822465,0.00340258522247196,0.00730334833846566,0.000831354626412535,0.000102962176195917,-1.2739885489722e-06,268.414129867384,241.785346402032,24.0451577340911,FALSE,TRUE,FALSE,"N2"
2019-08-06 00:45:00,0.981718286485991,0.779649851776416,0.0671204696624554,0.0543657373738308,-3.33283721769019,5.75241079022912,2.7717783948474,0.110045755846106,0.00114532967570617,0.00390893370178665,1.91235112435881,3.23681246361419,0.00443439755203996,0.00191563902243914,0.000824365885847956,0.000940375016746739,-5.55942698213404e-06,257.23054799466,232.79051721425,20.0828438429265,FALSE,TRUE,FALSE,"N2"
2019-08-06 01:00:00,0.987995701125869,0.757535891509507,0.114456559375623,0.0604321941209384,-1.52700122702811,14.4248500001472,2.05707868010594,0.21233015621835,0.00119187010003288,0.00311378922613213,1.20164511693896,12.1521483902902,0.0820432278220636,0.0136223155176927,0.0027290894136996,0.00284605578499142,2.81802408708293e-06,245.345227078677,221.842347811256,17.1040341998101,FALSE,TRUE,TRUE,"N2"
2019-08-06 01:15:00,1.43191092239412,0.982682461082493,0.153991501089587,0.0977549370458531,-11.7529515638819,14.6958536512367,1.95099632932983,0.173897049460125,0.00261589820001869,0.00377492900288919,1.53898635059775,12.8518658948323,0.0244590653509723,-0.00557571165593236,0.00180590017524022,0.0034045040696246,3.75361113540792e-06,234.361520497725,213.086769512553,13.0305415906645,FALSE,TRUE,TRUE,"N2"
2019-08-06 01:30:00,1.73829634470005,1.21689650646421,0.178383377258611,0.104532614673153,-12.7138253955141,13.8543352776476,2.44330805354547,0.166903965681322,0.00218594193651241,0.00568691633270905,2.38299596683457,2.397741314336,0.0231267415823047,0.0236043895370517,0.00255822837986817,0.00233459333730885,8.3824209625295e-06,241.43688837616,222.084618005009,15.6330752650971,TRUE,TRUE,TRUE,"N2"
2019-08-06 01:45:00,0.99916379568116,0.764401705005086,0.119885513518313,0.052905666563602,1.07520219254663,17.6334417522208,-0.557104509237911,0.245187464720889,0.00035171539899245,0.00337061022280604,1.52542939743161,3.193018530787,-0.0139783073455751,0.000120279500388475,0.0010600172022892,0.00121644990873075,-2.71570551111925e-07,254.343131735746,225.382351190162,20.2605266991564,FALSE,TRUE,FALSE,"N2"
2019-08-06 02:00:00,0.785884730451472,0.618758656317151,0.0920286910263931,0.0353416296484944,-6.32165386980345,6.34150284114556,0.192478310451974,0.114861980053199,0.00122176338839171,0.00119800941620488,0.962718370087439,2.05669457522364,0.00726800564777144,0.00257124817528894,0.00121163861693167,0.00106590586125234,2.85083380850979e-06,274.185371195702,242.272807041796,25.3203569411823,FALSE,TRUE,FALSE,"N2"
2019-08-06 02:15:00,0.839507330786598,0.595494536739839,0.132645212604536,0.0292632522654807,4.77434058158561,4.66191254315824,1.42748303651865,0.137195464856408,0.00144567923179778,0.00235485082245159,1.0819998650119,0.228155425387742,0.00276839743790753,-0.000960323450991896,0.000451438643839411,0.000110598519319558,7.69016527780658e-07,281.145655985899,246.073250471069,3.072440893675,FALSE,FALSE,FALSE,"N2"
2019-08-06 02:30:00,0.585849475505962,0.513116775176906,0.0748269338505472,0.0446250329591312,4.59956933082633,12.3363354100643,0.833545601658563,0.216631571254197,0.000548273935322937,0.00180974342769461,0.357207876816795,11.8431623385291,0.106044977623961,0.0144616727551924,0.00889898211823348,0.00542676638946677,1.39154270545278e-05,269.470353903853,232.593861019841,15.3982986278004,FALSE,TRUE,FALSE,"N2"
2019-08-06 02:45:00,0.417197501744345,0.430291404341756,0.0418214186315965,0.0289038372189834,19.7168704532601,4.08274844851537,4.2674608697205,0.0978878019321918,-0.00025521312231108,0.00192240597569083,0.646840111997844,26.5411811643937,0.164849850678314,0.0269326094911611,0.0198745705572919,0.0220949084271897,6.36464937178385e-06,260.707211884294,227.697231336771,20.9852805586543,FALSE,FALSE,FALSE,"N2"
2019-08-06 03:00:00,0.410427220383947,0.407808551969345,0.0676295633534384,0.03673790424221,27.6479897527751,2.54815579670149,4.9854053750683,0.137042326156283,0.000805819017794025,0.00138294227116574,0.589282609001595,227.460903391071,3.04532357842586,0.482664231149399,0.101467883265242,0.128863972909315,7.4893198554009e-05,259.270853846855,224.285308977899,14.7451690241481,FALSE,FALSE,TRUE,"N2"
2019-08-06 03:15:00,0.8478522124568,0.514580429163227,0.0764190172659877,0.0342427158074143,0.989085579298337,8.72152862270768,1.77751954701711,0.151643688830129,0.00107465614202294,0.00306270208822229,1.16173396016215,-0.453102285482298,-0.000257159961163406,0.00150607994391659,0.000590209765092724,0.000217075904205924,1.43574395004882e-06,282.114359730883,245.008016732833,21.2174057658012,FALSE,TRUE,FALSE,"N2"
