"","x"
"1508",0.619020471
"1509",0.792161834
"1510",0.583950202
"1511",0.713205381
"1512",0.680718411
"1513",NA
"1514",0.551419342
"1515",0.247958324
"1516",0.515908137
"1517",0.712995229
"1518",0.371059201
"1519",0.433608362
"1520",0.364859102
"1521",0.356384612
"1522",0.878237563
"1523",0.839052481
"1524",0.849481979
"1525",0.862410291
"1526",1.28468242
"1527",2.466990204
"1528",2.334760975
"1529",1.864103204
"1530",1.037737346
"1531",0.712724235
"1532",0.658167721
"1533",0.703719798
"1534",0.434055856
"1535",NA
"1536",NA
"1537",0.454315019
"1538",0.385990335
"1539",0.280091453
"1540",0.235338956
"1541",0.529900889
"1542",0.29717321
"1543",0.296083236
"1544",0.413994871
"1545",0.539374574
"1546",0.758745205
"1547",1.110344377
"1548",1.138804089
"1549",1.490639315
"1550",1.904224593
"1551",1.598784191
"1552",1.387794521
"1553",1.841820289
"1554",1.244292623
"1555",0.350564153
"1556",0.88623872
"1557",0.653931185
"1558",0.803109586
"1559",1.376964945
"1560",0.651177512
"1561",NA
"1562",NA
"1563",NA
"1564",NA
"1565",NA
"1566",NA
"1567",NA
"1568",NA
"1569",NA
"1570",NA
"1571",NA
"1572",NA
"1573",NA
"1574",NA
"1575",NA
"1576",NA
"1577",NA
"1578",1.151978406
"1579",1.0263747
"1580",0.902370328
"1581",0.686885596
"1582",NA
"1583",0.754665611
"1584",NA
"1585",1.17598806
"1586",NA
"1587",0.689806493
"1588",0.477796245
"1589",0.251790362
"1590",NA
"1591",0.286233686
"1592",0.21458944
"1593",0.287544506
"1594",0.67737893
"1595",1.094608092
"1596",1.21767702
"1597",1.07507958
"1598",1.181829473
"1599",2.030475065
"1600",2.551743625
"1601",2.74957996
"1602",2.22524047
"1603",1.823839575
"1604",0.862463648
"1605",NA
"1606",NA
"1607",NA
"1608",0.427088174
"1609",0.130785946
"1610",0.075065139
"1611",0.331849227
"1612",0.47463201
"1613",0.219656331
"1614",0.361120582
"1615",0.626140955
"1616",0.537024581
"1617",0.493582784
"1618",0.401766542
"1619",0.463697044
"1620",0.732444669
"1621",1.0742826
"1622",1.908402204
"1623",3.010544532
"1624",3.547536577
"1625",2.759494088
"1626",2.578607942
"1627",1.913284215
"1628",0.904807463
"1629",1.527103876
"1630",1.350332743
"1631",0.820656227
"1632",NA
"1633",0.402028249
"1634",NA
"1635",NA
"1636",NA
"1637",0.421785151
"1638",0.344143982
"1639",0.166311325
"1640",0.83325047
"1641",0.626093073
"1642",0.795186143
"1643",0.798212487
"1644",0.722189288
"1645",2.050388214
"1646",2.788257385
"1647",3.00867523
"1648",3.296263933
"1649",2.959745967
"1650",NA
"1651",NA
"1652",NA
"1653",NA
"1654",NA
"1655",NA
"1656",NA
"1657",0.578537963
"1658",0.20724832
"1659",0.414549943
"1660",NA
"1661",0.500942573
"1662",0.756205975
"1663",0.472552497
"1664",0.237877963
"1665",0.400158547
"1666",1.22423846
"1667",1.284552231
"1668",0.921161746
"1669",1.19532991
"1670",1.424927622
"1671",2.533941662
"1672",2.946716364
"1673",2.985603313
"1674",2.215362197
"1675",2.224347123
"1676",1.419611114
"1677",0.989824708
"1678",NA
"1679",NA
"1680",NA
"1681",0.859904488
"1682",0.429383439
"1683",0.184409497
"1684",0.392743295
"1685",0.336291768
"1686",0.354369289
"1687",0.322907661
"1688",0.407422373
"1689",1.506100838
"1690",0.919783487
"1691",1.46786132
"1692",2.083905721
"1693",2.418404844
"1694",3.482338651
"1695",3.419224982
"1696",3.285411899
"1697",2.803291
"1698",1.929329482
"1699",1.022566396
"1700",0.936102102
"1701",0.600420506
"1702",NA
"1703",NA
"1704",NA
"1705",NA
"1706",NA
"1707",0.361208092
"1708",NA
"1709",0.714877221
"1710",0.095687997
"1711",0.15235806
"1712",0.456456769
"1713",0.439949362
"1714",0.458510328
"1715",0.465793921
"1716",0.68161251
"1717",0.791851988
"1718",2.330571681
"1719",2.854583753
"1720",3.183976249
"1721",2.85188688
"1722",2.41333427
"1723",1.950422131
"1724",1.276055516
"1725",0.953061956
"1726",NA
"1727",NA
"1728",NA
"1729",NA
"1730",0.401786618
"1731",0.139560109
"1732",0.302257413
"1733",0.706233342
"1734",0.658612185
"1735",0.44491838
"1736",0.973866045
"1737",1.129499288
"1738",0.47173258
"1739",0.540666072
"1740",1.066279717
"1741",2.037453657
"1742",2.825439546
"1743",3.227443574
"1744",3.642549117
"1745",3.005164011
"1746",1.95608213
"1747",2.013845851
"1748",1.530494524
"1749",0.811651896
"1750",NA
"1751",NA
"1752",NA
"1753",NA
"1754",0.512102096
"1755",0.230505149
"1756",0.323418023
"1757",0.603475331
"1758",0.312387377
"1759",0.17966454
"1760",0.339934952
"1761",0.729931082
"1762",1.034070275
"1763",1.591889629
"1764",2.104022192
"1765",2.257399186
"1766",2.661046622
"1767",3.268277894
"1768",3.077915432
"1769",2.665177769
"1770",1.952765907
"1771",1.181546651
"1772",1.083154501
"1773",0.914766439
"1774",0.389931962
"1775",NA
"1776",NA
"1777",NA
"1778",0.268435387
"1779",0.100806197
"1780",NA
"1781",0.329595761
"1782",0.246396752
"1783",0.388881385
"1784",0.337157928
"1785",0.291415151
"1786",0.605444457
"1787",1.093021762
"1788",1.630005794
"1789",1.79373639
"1790",1.951533574
"1791",2.677185866
"1792",2.938217656
"1793",2.41406707
"1794",1.85409856
"1795",1.219878232
"1796",NA
"1797",0.801029643
"1798",1.014863058
"1799",NA
"1800",NA
"1801",0.189785706
"1802",NA
"1803",0.122844185
"1804",0.188727918
"1805",0.231806039
"1806",0.228498044
"1807",0.423052121
"1808",0.389412653
"1809",0.342354697
"1810",0.823373851
"1811",1.013521519
"1812",1.057502582
"1813",1.10417972
"1814",1.527268489
"1815",2.16994131
"1816",1.912171305
"1817",1.241857553
"1818",0.635482261
"1819",0.710469835
"1820",NA
"1821",0.502003706
"1822",NA
"1823",NA
"1824",NA
"1825",NA
"1826",NA
"1827",0.490827851
"1828",NA
"1829",0.244752985
"1830",0.262808199
"1831",0.474707383
"1832",0.204954162
"1833",0.302858899
"1834",0.62773294
"1835",1.030141687
"1836",0.970414178
"1837",1.026688618
"1838",1.608223303
"1839",2.101882394
"1840",2.502687582
"1841",2.453626241
"1842",1.671359657
"1843",0.698586811
"1844",0.191555163
"1845",0.821335907
"1846",0.721640291
"1847",0.146556483
"1848",NA
"1849",NA
"1850",NA
"1851",NA
"1852",0.603044007
"1853",0.355234153
"1854",0.381298854
"1855",NA
"1856",0.607937148
"1857",0.805989939
"1858",0.58868696
"1859",0.830416815
"1860",1.297208117
"1861",1.771923871
"1862",1.659745602
"1863",2.694918245
"1864",2.594556828
"1865",2.360805143
"1866",1.022421856
"1867",0.812553336
"1868",0.950602009
"1869",NA
"1870",0.19631095
"1871",NA
"1872",NA
"1873",0.095066281
"1874",0.387954707
"1875",NA
"1876",NA
"1877",NA
"1878",0.340062755
"1879",0.266430541
"1880",0.191823736
"1881",0.221948807
"1882",0.650381619
"1883",1.108670441
"1884",1.05469633
"1885",1.300883271
"1886",1.447908018
"1887",1.315136796
"1888",1.962494037
"1889",2.203694414
"1890",1.274868277
"1891",0.615097264
"1892",0.694376342
"1893",NA
"1894",NA
"1895",0.218540133
"1896",0.415400868
"1897",NA
"1898",NA
"1899",NA
"1900",0.180988741
"1901",0.684657363
"1902",0.706385487
"1903",0.877206096
"1904",0.73261169
"1905",1.282228543
"1906",1.277880323
"1907",1.354410448
"1908",1.007071386
"1909",0.845085827
"1910",1.081649247
"1911",1.968837927
"1912",2.634804491
"1913",2.116988716
"1914",1.685009099
"1915",0.172691079
"1916",0.731185733
"1917",0.749604114
"1918",0.255571277
"1919",NA
"1920",0.307214962
"1921",0.786125858
"1922",0.825268072
"1923",0.343860178
"1924",0.380259398
"1925",NA
"1926",0.343188925
"1927",0.358354651
"1928",1.14330622
"1929",1.238691739
"1930",1.092172476
"1931",0.967058065
"1932",0.95426179
"1933",0.829990107
"1934",0.958772669
"1935",2.702463877
"1936",3.46515852
"1937",2.367638848
"1938",1.087892206
"1939",0.574125581
"1940",0.72665183
"1941",0.712861729
"1942",NA
"1943",0.746510752
"1944",0.848813003
"1945",0.615355624
"1946",0.522554745
"1947",0.624817251
"1948",0.906368112
"1949",0.857622464
"1950",0.684394514
"1951",0.584226568
"1952",0.53961956
"1953",0.813474264
"1954",0.700917616
"1955",1.104723067
"1956",1.370923041
"1957",2.00151945
"1958",3.050880156
"1959",3.151021782
"1960",2.876298383
"1961",2.353475564
"1962",1.677965549
"1963",2.0048246
"1964",0.907374497
"1965",0.575019507
"1966",0.395803117
"1967",0.125977384
"1968",0.145864607
"1969",NA
"1970",0.285221571
"1971",0.958418892
"1972",NA
"1973",0.21020414
"1974",NA
"1975",0.174303969
"1976",0.502390965
"1977",0.598643088
"1978",1.76276196
"1979",1.925075235
"1980",2.318097861
"1981",2.212589112
"1982",2.657949621
"1983",2.609269762
"1984",2.53566095
"1985",2.44422846
"1986",1.76513366
"1987",1.229102263
"1988",1.071468657
"1989",1.015260996
"1990",0.31800391
"1991",0.672340085
"1992",NA
"1993",0.443707089
"1994",NA
"1995",0.096836152
"1996",0.485248647
"1997",0.764121398
"1998",0.409270949
"1999",NA
"2000",0.358088542
"2001",0.42641306
"2002",0.902110466
"2003",1.445612466
"2004",1.121398376
"2005",1.108549826
"2006",1.08095307
"2007",1.706149319
"2008",2.040231772
"2009",1.543955868
"2010",1.597185669
"2011",0.877040805
"2012",0.257214248
"2013",0.763115302
"2014",0.77199473
"2015",NA
"2016",NA
"2017",0.33916195
"2018",0.230251541
"2019",0.310849952
"2020",0.046038509
"2021",NA
"2022",NA
"2023",NA
"2024",NA
"2025",0.421519001
"2026",0.579737497
"2027",0.556295807
"2028",1.062068707
"2029",0.905087569
"2030",1.469822812
"2031",2.137314146
"2032",2.201885521
"2033",1.920941731
"2034",1.296420816
"2035",0.721595367
"2036",0.396960992
"2037",NA
"2038",0.778112877
"2039",0.553979094
"2040",0.516840886
"2041",0.397683768
"2042",NA
"2043",0.24779881
"2044",0.800039374
"2045",0.580740107
"2046",0.287489226
"2047",0.209726949
"2048",0.358378783
"2049",0.575377882
"2050",0.600720001
"2051",0.683747389
"2052",0.965371258
"2053",1.054777302
"2054",1.013480958
"2055",1.695017438
"2056",1.873713301
"2057",1.905973443
"2058",1.371946895
"2059",0.852079531
"2060",NA
"2061",0.725509721
"2062",NA
"2063",0.422381192
"2064",NA
"2065",0.716919454
"2066",0.644746872
"2067",0.539734312
"2068",0.213993434
"2069",0.339722934
"2070",NA
"2071",0.299685505
"2072",0.360247514
"2073",0.669584002
"2074",0.728709482
"2075",0.624134194
"2076",1.082086567
"2077",1.469411216
"2078",1.049983438
"2079",1.044390791
"2080",1.977654711
"2081",1.427124354
"2082",0.709282972
"2083",0.5404697
"2084",0.586019226
"2085",0.507124942
"2086",0.81497973
"2087",0.571912742
"2088",NA
"2089",NA
"2090",NA
"2091",NA
"2092",NA
"2093",0.236458139
"2094",NA
"2095",0.152913353
"2096",0.600173359
"2097",0.864751573
"2098",1.081488352
"2099",1.852845293
"2100",1.597266337
"2101",1.330823682
"2102",2.100805865
"2103",2.444921016
"2104",3.076514754
"2105",2.74843733
"2106",2.407887788
"2107",2.85012159
"2108",2.474232266
"2109",1.951151925
"2110",0.693496466
"2111",0.519507809
"2112",0.216163055
"2113",0.835125367
"2114",0.973003938
"2115",1.666505043
"2116",1.436111922
"2117",1.223373164
"2118",0.977106536
"2119",1.094780032
"2120",1.481448302
"2121",2.520536736
"2122",2.511322749
"2123",2.336143792
"2124",2.410457624
"2125",2.945302122
"2126",3.150103419
"2127",2.804309951
"2128",2.852514664
"2129",2.504773075
"2130",1.908502799
"2131",1.892320498
"2132",1.712049042
"2133",1.732177566
"2134",1.500479456
"2135",1.251261893
"2136",0.788746666
"2137",0.461371506
"2138",0.598605282
"2139",0.382971771
"2140",0.310036322
"2141",0.177565117
"2142",NA
"2143",0.601203568
"2144",1.75725083
"2145",1.776398243
"2146",1.370781694
"2147",1.191414235
"2148",1.145006272
"2149",1.871565987
"2150",2.571270134
"2151",2.459497914
"2152",2.387261845
"2153",2.430596761
"2154",1.596085606
"2155",1.103451641
"2156",0.477287061
"2157",0.709854777
"2158",NA
"2159",0.640559796
"2160",NA
"2161",NA
"2162",0.346313928
"2163",0.331984591
"2164",0.321659341
"2165",0.550131265
"2166",0.217534341
"2167",0.522358234
"2168",0.212145404
"2169",0.473806798
"2170",0.737589602
"2171",1.134012157
"2172",1.003631742
"2173",1.477020797
"2174",1.586335598
"2175",2.65584366
"2176",1.88918315
"2177",1.14215174
"2178",0.952937819
"2179",NA
"2180",0.356820496
"2181",NA
"2182",NA
"2183",NA
"2184",NA
"2185",NA
"2186",NA
"2187",NA
"2188",0.466953505
"2189",0.616938901
"2190",NA
"2191",0.184228401
"2192",0.78864998
"2193",0.772743346
"2194",0.887414878
"2195",0.714323568
"2196",0.971572674
"2197",1.224730616
"2198",1.592751032
"2199",1.749139909
"2200",2.410531031
"2201",2.390084127
"2202",1.733297653
"2203",1.771556528
"2204",1.536672155
"2205",NA
"2206",0.309321967
"2207",0.296960955
"2208",NA
"2209",NA
"2210",0.242799858
"2211",0.499526905
"2212",0.197274401
"2213",0.250416708
"2214",0.235433639
"2215",0.680063144
"2216",0.72583006
"2217",1.406193821
"2218",1.303474626
"2219",1.481902792
"2220",1.694506622
"2221",2.872752834
"2222",3.732761635
"2223",3.559832149
"2224",3.492213873
"2225",3.105234241
"2226",1.676905893
"2227",1.125455433
"2228",NA
"2229",NA
"2230",NA
"2231",0.132557387
"2232",NA
"2233",0.114892335
"2234",0.165209068
"2235",0.218573638
"2236",0.419487115
"2237",NA
"2238",0.503998884
"2239",0.246442808
"2240",0.485497718
"2241",1.410601612
"2242",1.818376617
"2243",1.746610339
"2244",2.214850729
"2245",2.231971194
"2246",2.90426169
"2247",3.381169321
"2248",3.193481214
"2249",2.129676724
"2250",1.726139564
"2251",0.7569819
"2252",0.501871176
"2253",NA
"2254",0.520820188
"2255",NA
"2256",NA
"2257",NA
"2258",NA
"2259",0.245755832
"2260",0.159831822
"2261",0.145940063
"2262",0.300513909
"2263",0.492882387
"2264",0.36591645
"2265",0.435842264
"2266",0.937622713
"2267",1.259282004
"2268",0.858109572
"2269",1.095017585
"2270",0.773631624
"2271",1.244952375
"2272",1.737474173
"2273",2.715190926
"2274",2.115533912
"2275",1.300757191
"2276",0.842379322
"2277",0.925715251
"2278",0.849216346
"2279",0.169577194
"2280",0.694392606
"2281",NA
"2282",NA
"2283",0.206461554
"2284",0.546943632
"2285",0.224408081
"2286",0.414085004
"2287",0.078725722
"2288",0.175521424
"2289",0.246425673
"2290",0.506502159
"2291",0.742596145
"2292",1.041535503
"2293",0.994976049
"2294",1.088011493
"2295",1.505932617
"2296",1.907919455
"2297",1.680341364
"2298",0.628955544
"2299",0.540760575
"2300",0.037174635
"2301",NA
"2302",0.405021717
"2303",0.563272973
"2304",NA
"2305",0.102416703
"2306",NA
"2307",NA
"2308",0.313963761
"2309",0.080078022
"2310",0.050954347
"2311",NA
"2312",0.455440657
"2313",0.326651962
"2314",0.3541934
"2315",0.51065694
"2316",0.891420808
"2317",1.28005139
"2318",0.92173443
"2319",1.984753955
"2320",1.752958572
"2321",1.099969759
"2322",0.608682695
"2323",0.333835995
"2324",NA
"2325",NA
"2326",NA
"2327",NA
"2328",0.427427221
"2329",NA
"2330",NA
"2331",NA
"2332",NA
"2333",NA
"2334",NA
"2335",NA
"2336",0.131187627
"2337",0.080086499
"2338",0.387428556
"2339",1.012676412
"2340",0.842207134
"2341",0.600487973
"2342",0.799785426
"2343",1.937680343
"2344",2.442376692
"2345",2.203696947
"2346",1.737271582
"2347",NA
"2348",NA
"2349",NA
"2350",0.182122183
"2351",0.166374475
"2352",0.583865111
"2353",0.060220142
"2354",0.328700085
"2355",NA
"2356",0.179734009
"2357",NA
"2358",0.396978123
"2359",NA
"2360",0.673470494
"2361",0.913009206
"2362",2.02624114
"2363",2.367779874
"2364",2.371736189
"2365",2.707993769
"2366",2.680607341
"2367",2.687017744
"2368",3.045764168
"2369",2.187610355
"2370",1.68797543
"2371",1.050353804
"2372",0.513071955
"2373",0.920364146
"2374",0.510368087
